,word,ort,pho,wf,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14,img,wn_idx
1405,elf,___e_lf___,___Elf____,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,6.6,1495
1406,elk,___e_lk___,___Elk____,64.5,8.0,9.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,116.0,6.0,1496
1407,elk,___e_lk___,___Elk____,64.5,8.0,9.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,116.0,6.0,1497
1408,ell,___e_ll___,___El_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.198262682418339,1498
1409,ells,___e_lls__,___Elz____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,1499
1410,elm,___e_lm___,___Elm____,65.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,0.0,91.0,5.8,1500
1411,elms,___e_lms__,___Elmz___,11.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,37.0,4.198262682418339,1501
1412,else,___e_lse__,___Els____,3379.0,175.0,262.0,287.0,279.0,226.0,204.0,193.0,175.0,164.0,151.0,144.0,122.0,76.0,3445.0,1.7,1502
1413,elves,___e_lves_,___Elvz___,6.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,6.5,1503
1414,end,___e_nd___,___End____,21222.0,296.0,327.0,384.0,383.0,407.0,440.0,469.0,469.0,472.0,488.0,493.0,473.0,364.0,7714.0,3.0,1504
1415,ends,___e_nds__,___Endz___,1609.0,8.0,17.0,36.0,43.0,51.0,56.0,58.0,58.0,62.0,67.0,67.0,65.0,56.0,1064.0,4.198262682418339,1505
1416,ere,___e_re___,___Er_____,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,4.198262682418339,1507
1417,erg,___e_rg___,___^rg____,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,1508
1418,err,___e_rr___,___Er_____,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.198262682418339,1509
1419,etch,___e_tch__,___EtC____,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.2,1510
1420,etched,___e_tched,___EtCt___,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,31.0,4.198262682418339,1511
1421,eve,___e_ve___,___iv_____,436.0,16.0,6.0,5.0,4.0,7.0,7.0,8.0,7.0,6.0,8.0,7.0,6.0,6.0,194.0,3.3,1512
1422,eves,___e_ves__,___ivz____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,1513
1423,ewe,___ewe____,___Y______,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.9,1514
1424,ewes,___ewes___,___Yz_____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.198262682418339,1515
1425,eye,___eye____,___A______,1757.0,49.0,118.0,131.0,135.0,126.0,135.0,140.0,143.0,138.0,136.0,132.0,112.0,73.0,2293.0,6.7,1516
1426,eyes,___eyes___,___Az_____,1307.0,487.0,652.0,712.0,692.0,533.0,505.0,476.0,453.0,417.0,344.0,309.0,242.0,75.0,8315.0,4.198262682418339,1517
1427,face,__fa_ce___,__fes_____,8824.0,376.0,435.0,483.0,475.0,369.0,376.0,373.0,360.0,351.0,312.0,284.0,236.0,133.0,6440.0,6.4,1519
1428,fact,__fa_ct___,__f@kt____,8831.0,32.0,82.0,120.0,166.0,202.0,221.0,226.0,234.0,243.0,282.0,284.0,316.0,396.0,4450.0,2.6,1520
1429,facts,__fa_cts__,__f@kts___,1279.0,5.0,35.0,48.0,55.0,87.0,93.0,97.0,96.0,96.0,104.0,106.0,122.0,119.0,1734.0,4.198262682418339,1521
1430,fad,__fa_d____,__f@d_____,134.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,42.0,2.8,1522
1431,fade,__fa_de___,__fed_____,213.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,86.0,4.0,1523
1432,fades,__fa_des__,__fedz____,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.198262682418339,1524
1433,fads,__fa_ds___,__f@dz____,53.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,4.198262682418339,1525
1434,fag,__fa_g____,__f@g_____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.7,1526
1435,fags,__fa_gs___,__f@gz____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,1527
1436,fail,__fail____,__fel_____,1332.0,1.0,4.0,4.0,6.0,13.0,14.0,17.0,22.0,21.0,23.0,23.0,26.0,40.0,387.0,3.1,1528
1437,failed,__failed__,__feld____,6272.0,2.0,5.0,8.0,20.0,30.0,40.0,42.0,47.0,50.0,47.0,48.0,46.0,61.0,785.0,4.198262682418339,1529
1438,fails,__fails___,__felz____,872.0,0.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,6.0,9.0,11.0,14.0,27.0,202.0,4.198262682418339,1530
1439,faint,__faint___,__fent____,104.0,4.0,9.0,21.0,24.0,21.0,23.0,25.0,25.0,24.0,20.0,19.0,14.0,6.0,412.0,4.6,1531
1440,fair,__fair____,__fEr_____,3029.0,113.0,104.0,78.0,70.0,67.0,71.0,70.0,70.0,69.0,71.0,67.0,63.0,46.0,1411.0,3.8,1532
1441,faith,__faith___,__feT_____,1147.0,0.0,4.0,7.0,6.0,14.0,18.0,22.0,24.0,30.0,32.0,34.0,38.0,40.0,507.0,3.5,1533
1442,faiths,__faiths__,__feTs____,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.198262682418339,1534
1443,fake,__fa_ke___,__fek_____,246.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,0.0,90.0,3.2,1535
1444,fall,__fa_ll___,__fal_____,9925.0,273.0,173.0,174.0,161.0,151.0,140.0,140.0,138.0,142.0,140.0,139.0,132.0,94.0,2750.0,4.8,1536
1445,falls,__fa_lls__,__falz____,1366.0,27.0,39.0,43.0,48.0,54.0,51.0,48.0,45.0,47.0,40.0,44.0,39.0,29.0,947.0,4.198262682418339,1537
1446,false,__fa_lse__,__fals____,1925.0,0.0,4.0,8.0,10.0,17.0,19.0,17.0,19.0,18.0,20.0,23.0,28.0,32.0,399.0,4.198262682418339,1538
1447,fame,__fa_me___,__fem_____,371.0,0.0,1.0,2.0,3.0,7.0,7.0,8.0,9.0,10.0,12.0,13.0,16.0,8.0,218.0,3.5,1539
1448,fan,__fa_n____,__f@n_____,470.0,11.0,4.0,9.0,9.0,9.0,10.0,12.0,13.0,15.0,12.0,11.0,9.0,3.0,209.0,6.0,1541
1449,fang,__fa_ng___,__f@ng____,38.0,53.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,112.0,6.1,1542
1450,fangs,__fa_ngs__,__f@ngz___,10.0,0.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,68.0,4.198262682418339,1543
1451,fans,__fa_ns___,__f@nz____,860.0,4.0,4.0,9.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,13.0,9.0,7.0,243.0,4.198262682418339,1544
1452,far,__fa_r____,__far_____,17233.0,377.0,369.0,389.0,414.0,449.0,438.0,438.0,427.0,422.0,388.0,374.0,361.0,303.0,7421.0,3.5,1545
1453,farce,__fa_rce__,__fars____,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.1,1546
1454,fare,__fa_re___,__fEr_____,1462.0,1.0,2.0,3.0,3.0,4.0,6.0,7.0,7.0,6.0,6.0,6.0,3.0,4.0,119.0,2.5,1547
1455,fares,__fa_res__,__fErz____,1592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.198262682418339,1548
1456,farm,__fa_rm___,__farm____,4912.0,161.0,138.0,122.0,119.0,145.0,146.0,145.0,136.0,131.0,122.0,115.0,98.0,81.0,2688.0,6.2,1549
1457,farms,__fa_rms__,__farmz___,730.0,12.0,11.0,23.0,27.0,41.0,53.0,66.0,67.0,64.0,61.0,59.0,58.0,38.0,1151.0,4.198262682418339,1550
1458,fart,__fa_rt___,__fart____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,1551
1459,fast,__fa_st___,__f@st____,4058.0,610.0,347.0,221.0,200.0,163.0,143.0,135.0,125.0,116.0,100.0,92.0,83.0,58.0,2934.0,3.0,1552
1460,fat,__fa_t____,__f@t_____,1127.0,134.0,88.0,75.0,75.0,65.0,64.0,62.0,62.0,61.0,57.0,55.0,51.0,40.0,1464.0,5.8,1553
1461,fate,__fa_te___,__fet_____,790.0,0.0,1.0,2.0,5.0,9.0,11.0,12.0,15.0,16.0,19.0,19.0,18.0,12.0,300.0,3.0,1554
1462,fates,__fa_tes__,__fets____,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.198262682418339,1555
1463,fault,__fault___,__falt____,556.0,8.0,28.0,31.0,25.0,21.0,21.0,20.0,18.0,18.0,21.0,20.0,18.0,21.0,459.0,2.1,1556
1464,faults,__faults__,__falts___,105.0,0.0,0.0,4.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,8.0,8.0,134.0,4.198262682418339,1557
1465,faun,__faun____,__fan_____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.198262682418339,1558
1466,fauns,__fauns___,__fanz____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,1559
1467,fawn,__fawn____,__fan_____,43.0,0.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,79.0,6.3,1560
1468,fawned,__fawned__,__fand____,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,1561
1469,fawns,__fawns___,__fanz____,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,4.198262682418339,1562
1470,faze,__fa_ze___,__fez_____,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1563
1471,fazed,__fa_zed__,__fezd____,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,1564
1472,fear,__fear____,__fir_____,4321.0,15.0,46.0,75.0,87.0,96.0,107.0,103.0,101.0,102.0,98.0,98.0,90.0,87.0,1808.0,2.9,1565
1473,fears,__fears___,__firz____,3193.0,1.0,3.0,8.0,10.0,14.0,14.0,13.0,14.0,13.0,14.0,15.0,18.0,18.0,302.0,4.198262682418339,1566
1474,feast,__feast___,__fist____,93.0,3.0,17.0,17.0,17.0,14.0,15.0,16.0,15.0,14.0,16.0,12.0,8.0,2.0,306.0,5.5,1567
1475,feasts,__feasts__,__fists___,13.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,45.0,4.198262682418339,1568
1476,feat,__feat____,__fit_____,136.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,70.0,2.1,1569
1477,feats,__feats___,__fits____,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,46.0,4.198262682418339,1570
1478,fed,__fe_d____,__fEd_____,8405.0,46.0,31.0,39.0,33.0,33.0,32.0,35.0,34.0,37.0,36.0,38.0,40.0,33.0,726.0,3.4,1571
1479,fee,__fee_____,__fi______,2802.0,1.0,0.0,1.0,1.0,3.0,4.0,5.0,6.0,6.0,10.0,12.0,15.0,24.0,231.0,3.7,1572
1480,feed,__feed____,__fid_____,988.0,86.0,75.0,65.0,64.0,77.0,75.0,77.0,77.0,74.0,67.0,64.0,60.0,32.0,1284.0,4.4,1573
1481,feeds,__feeds___,__fidz____,117.0,4.0,6.0,4.0,3.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,5.0,130.0,4.198262682418339,1574
1482,feel,__feel____,__fil_____,4605.0,466.0,414.0,419.0,398.0,332.0,305.0,296.0,285.0,273.0,239.0,218.0,203.0,151.0,5838.0,2.9,1575
1483,feels,__feels___,__filz____,978.0,59.0,44.0,37.0,44.0,34.0,28.0,24.0,24.0,25.0,25.0,21.0,22.0,31.0,737.0,4.198262682418339,1576
1484,fees,__fees____,__fiz_____,4824.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,7.0,17.0,126.0,4.198262682418339,1577
1485,feet,__feet____,__fit_____,2924.0,275.0,358.0,393.0,416.0,424.0,437.0,423.0,413.0,409.0,372.0,338.0,279.0,96.0,6215.0,6.7,1578
1486,feign,__feign___,__fen_____,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,1579
1487,feigned,__feigned_,__fend____,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.198262682418339,1580
1488,feigns,__feigns__,__fenz____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,1581
1489,feint,__feint___,__fent____,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.198262682418339,1582
1490,feints,__feints__,__fents___,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,1583
1491,fell,__fe_ll___,__fEl_____,21296.0,294.0,238.0,186.0,173.0,143.0,136.0,130.0,119.0,107.0,99.0,87.0,70.0,37.0,2734.0,3.7,1584
1492,felt,__fe_lt___,__fElt____,2729.0,342.0,460.0,500.0,455.0,377.0,338.0,327.0,318.0,284.0,263.0,243.0,198.0,108.0,5977.0,3.1,1585
1493,fence,__fe_nce__,__fEns____,262.0,85.0,96.0,71.0,60.0,39.0,41.0,36.0,36.0,34.0,28.0,25.0,17.0,4.0,836.0,6.6,1587
1494,fern,__fe_rn___,__f^rn____,19.0,0.0,2.0,7.0,9.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,138.0,6.2,1589
1495,ferns,__fe_rns__,__f^rnz___,14.0,0.0,2.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,4.0,233.0,4.198262682418339,1590
1496,fetch,__fe_tch__,__fEtC____,434.0,0.0,6.0,12.0,12.0,10.0,8.0,7.0,7.0,7.0,6.0,5.0,3.0,0.0,179.0,4.0,1591
1497,fetched,__fe_tched,__fEtCt___,135.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,82.0,4.198262682418339,1592
1498,fete,__fe_te___,__fet_____,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,1593
1499,fetes,__fe_tes__,__fets____,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,1594
1500,feud,__feud____,__fYd_____,274.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,39.0,3.8,1595
1501,feuds,__feuds___,__fYdz____,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.198262682418339,1596
1502,few,__few_____,__fY______,17977.0,269.0,406.0,550.0,560.0,631.0,641.0,638.0,653.0,649.0,627.0,613.0,600.0,508.0,10187.0,2.7,1597
1503,fez,__fe_z____,__fEz_____,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.198262682418339,1598
1504,fib,__fi_b____,__fIb_____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.2,1599
1505,fief,__fief____,__fif_____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.198262682418339,1600
1506,fiefs,__fiefs___,__fifs____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.198262682418339,1601
1507,field,__field___,__fild____,4602.0,132.0,154.0,139.0,142.0,147.0,150.0,163.0,165.0,167.0,168.0,181.0,186.0,213.0,3250.0,6.5,1602
1508,fields,__fields__,__fildz___,1983.0,25.0,64.0,79.0,88.0,101.0,97.0,95.0,94.0,97.0,93.0,99.0,102.0,85.0,1924.0,4.198262682418339,1603
1509,fiend,__fiend___,__find____,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,27.0,3.4,1604
1510,fiends,__fiends__,__findz___,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.198262682418339,1605
1511,fierce,__fierce__,__firs____,514.0,0.0,13.0,15.0,17.0,22.0,23.0,23.0,23.0,21.0,19.0,19.0,15.0,6.0,401.0,3.6,1606
1512,fife,__fi_fe___,__fAf_____,7.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.2,1607
1513,fifes,__fi_fes__,__fAfs____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.198262682418339,1608
1514,fifth,__fi_fth__,__fIfT____,2095.0,11.0,16.0,20.0,26.0,20.0,22.0,22.0,23.0,24.0,24.0,28.0,27.0,32.0,537.0,4.4,1609
1515,fig,__fi_g____,__fIg_____,41.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,47.0,5.1,1610
1516,fight,__fi_ght__,__fAt_____,5184.0,85.0,123.0,103.0,99.0,110.0,117.0,108.0,108.0,100.0,89.0,86.0,76.0,39.0,1850.0,4.8,1611
1517,fights,__fi_ghts_,__fAts____,420.0,4.0,9.0,12.0,10.0,11.0,10.0,10.0,9.0,7.0,8.0,8.0,7.0,3.0,197.0,4.198262682418339,1612
1518,figs,__fi_gs___,__fIgz____,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,4.198262682418339,1613
1519,filch,__fi_lch__,__fIlC____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,1614
1520,filched,__fi_lched,__fIlCt___,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.198262682418339,1615
1521,file,__fi_le___,__fAl_____,2523.0,6.0,3.0,9.0,11.0,16.0,24.0,29.0,27.0,29.0,31.0,34.0,37.0,38.0,839.0,5.8,1616
1522,filed,__fi_led__,__fAld____,10100.0,0.0,1.0,3.0,4.0,5.0,6.0,6.0,6.0,8.0,8.0,10.0,16.0,18.0,282.0,4.198262682418339,1617
1523,files,__fi_les__,__fAlz____,606.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,7.0,7.0,7.0,8.0,11.0,15.0,340.0,4.198262682418339,1618
1524,fill,__fi_ll___,__fIl_____,1608.0,39.0,52.0,50.0,51.0,61.0,68.0,63.0,65.0,69.0,65.0,65.0,68.0,41.0,1106.0,3.5,1619
1525,filled,__fi_lled_,__fIld____,1803.0,83.0,141.0,130.0,162.0,164.0,158.0,168.0,162.0,157.0,147.0,137.0,122.0,62.0,2448.0,4.198262682418339,1620
1526,fills,__fi_lls__,__fIlz____,317.0,11.0,6.0,3.0,5.0,5.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,4.0,139.0,4.198262682418339,1621
1527,film,__fi_lm___,__fIlm____,4016.0,2.0,12.0,18.0,15.0,31.0,26.0,27.0,29.0,34.0,38.0,42.0,40.0,40.0,875.0,6.0,1622
1528,films,__fi_lms__,__fIlmz___,1410.0,0.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,8.0,10.0,10.0,17.0,202.0,4.198262682418339,1623
1529,filth,__fi_lth__,__fIlT____,19.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,37.0,4.6,1624
1530,filths,__fi_lths_,__fIlTs___,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,1625
1531,fin,__fi_n____,__fIn_____,69.0,71.0,11.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,149.0,5.3,1626
1532,finch,__fi_nch__,__fInC____,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.3,1627
1533,find,__fi_nd___,__fAnd____,8820.0,1342.0,870.0,874.0,866.0,816.0,771.0,735.0,710.0,690.0,630.0,587.0,551.0,364.0,12711.0,2.5,1628
1534,finds,__fi_nds__,__fAndz___,1290.0,48.0,25.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,20.0,21.0,25.0,31.0,445.0,4.198262682418339,1629
1535,fine,__fi_ne___,__fAn_____,3133.0,223.0,212.0,177.0,198.0,166.0,157.0,157.0,155.0,154.0,145.0,135.0,114.0,63.0,2761.0,2.4,1630
1536,fink,__fi_nk___,__fInk____,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.198262682418339,1631
1537,finks,__fi_nks__,__fInks___,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.198262682418339,1632
1538,fins,__fi_ns___,__fInz____,25.0,1.0,9.0,3.0,3.0,6.0,5.0,6.0,6.0,4.0,3.0,3.0,4.0,3.0,139.0,4.198262682418339,1633
1539,fir,__fi_r____,__f^r_____,16.0,7.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,1.0,95.0,3.5,1634
1540,fire,__fi_re___,__fAr_____,3925.0,290.0,394.0,318.0,286.0,286.0,268.0,260.0,255.0,248.0,227.0,211.0,176.0,77.0,4459.0,6.5,1635
1541,fires,__fi_res__,__fArz____,583.0,14.0,34.0,36.0,33.0,32.0,33.0,36.0,38.0,36.0,36.0,35.0,28.0,12.0,635.0,4.198262682418339,1636
1542,firm,__fi_rm___,__f^rm____,22031.0,3.0,8.0,18.0,18.0,27.0,35.0,34.0,34.0,37.0,41.0,46.0,57.0,90.0,951.0,4.1,1637
1543,firms,__fi_rms__,__f^rmz___,10930.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,8.0,11.0,19.0,95.0,552.0,4.198262682418339,1638
1544,firs,__fi_rs___,__f^rz____,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,40.0,4.198262682418339,1639
1545,first,__fi_rst__,__f^rst___,65180.0,745.0,994.0,1181.0,1250.0,1426.0,1464.0,1492.0,1501.0,1507.0,1498.0,1514.0,1460.0,1268.0,23783.0,4.1,1640
1546,fish,__fi_sh___,__fIS_____,663.5,908.0,366.0,237.0,248.0,251.0,235.0,227.0,199.0,191.0,178.0,168.0,130.0,51.0,4492.0,6.8,1643
1547,fish,__fi_sh___,__fIS_____,663.5,908.0,366.0,237.0,248.0,251.0,235.0,227.0,199.0,191.0,178.0,168.0,130.0,51.0,4492.0,6.8,1644
1548,fist,__fi_st___,__fIst____,97.0,4.0,18.0,16.0,13.0,12.0,12.0,13.0,12.0,11.0,9.0,7.0,4.0,2.0,223.0,6.5,1645
1549,fists,__fi_sts__,__fIsts___,34.0,6.0,5.0,10.0,10.0,8.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,0.0,129.0,4.198262682418339,1646
1550,fit,__fi_t____,__fIt_____,815.0,82.0,64.0,59.0,65.0,74.0,84.0,81.0,84.0,83.0,79.0,82.0,78.0,58.0,1407.0,3.1,1647
1551,fit,__fi_t____,__fIt_____,815.0,82.0,64.0,59.0,65.0,74.0,84.0,81.0,84.0,83.0,79.0,82.0,78.0,58.0,1407.0,3.1,1648
1552,fits,__fi_ts___,__fIts____,397.0,4.0,3.0,5.0,7.0,7.0,9.0,12.0,13.0,14.0,13.0,13.0,13.0,13.0,229.0,4.198262682418339,1649
1553,five,__fi_ve___,__fAv_____,20929.0,168.0,226.0,224.0,238.0,272.0,283.0,288.0,290.0,290.0,281.0,273.0,250.0,187.0,4423.0,5.8,1650
1554,fix,__fi_x____,__fIks____,773.0,151.0,76.0,41.0,31.0,22.0,15.0,16.0,13.0,11.0,8.0,8.0,5.0,9.0,518.0,3.2,1651
1555,fixed,__fi_xed__,__fIkst___,4179.0,51.0,46.0,41.0,34.0,25.0,34.0,38.0,41.0,44.0,48.0,53.0,66.0,90.0,1048.0,4.198262682418339,1652
1556,fizz,__fi_zz___,__fIz_____,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6,1653
1557,flag,_fla_g____,_fl@g_____,799.0,19.0,17.0,16.0,20.0,20.0,17.0,14.0,14.0,13.0,15.0,17.0,21.0,14.0,472.0,6.8,1654
1558,flags,_fla_gs___,_fl@gz____,270.0,11.0,4.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,2.0,166.0,4.198262682418339,1655
1559,flail,_flail____,_flel_____,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,1656
1560,flailed,_flailed__,_fleld____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.198262682418339,1657
